,sentimen,Tweet,tweet_tokens
10331.0,1.0,lo siento terparah  amp  juga udh merambat saturday night,"['lo', 'siento', 'parah', 'udh', 'rambat', 'saturday', 'night']"
10332.0,1.0,penyampaian lo gak pas cuy semua org tau diperkosa atau memperkosa itu emg gabaik tanpa harus bawa agama,"['sampai', 'lo', 'pas', 'cuy', 'org', 'perkosa', 'perkosa', 'emg', 'gabaik', 'bawa', 'agama']"
10333.0,1.0,komamsu niang sulsel uu asn memang yg jd kendala pernah gabungan komisi rapat amp merumuskan,"['komamsu', 'niang', 'sulsel', 'uu', 'asn', 'kendala', 'gabung', 'komisi', 'rapat', 'rumus']"
10334.0,1.0,bod  hahaha,"['bod', 'hahaha']"
10335.0,1.0,bobotol goblok ga lawan ga kawan dibunuh juga,"['bobotol', 'goblok', 'lawan', 'kawan', 'bunuh']"
10336.0,1.0,pelik bila kawan aku kat office bertudung tapi tak pernah solat ada kawan perempuan tak bertudung dan merokok tapi,"['pelik', 'kawan', 'kat', 'office', 'tudung', 'solat', 'kawan', 'perempuan', 'tudung', 'rokok']"
10337.0,1.0,menurut kalian foto begini norak apa gak yang salah sebenernya ketidak tahuan tentang menyentuh biota laut salah sat,"['foto', 'norak', 'salah', 'sebenernya', 'tidak', 'tahu', 'sentuh', 'biota', 'laut', 'salah', 'sat']"
10338.0,1.0,orang yang selalu kutuk orang lain pada kita sebenarnya kutuk kita jugak pada orang lain lebih baik kita diam je dan ja,"['kutuk', 'kutuk', 'jugak', 'diam', 'ja']"
10339.0,1.0,dimanakah pembelaan disaat orang meminta perlindungan dimanakah kasih disaat orang berteriak karena ketidakadilan,"['mana', 'bela', 'saat', 'lindung', 'mana', 'kasih', 'saat', 'teriak', 'ketidakadilan']"
10340.0,1.0,kasus haringgairla ketikaupporter beringas dan lebih heboh dari pemain bola,"['haringgairla', 'ketikaupporter', 'beringas', 'heboh', 'main', 'bola']"
10341.0,1.0,biasa yang biadab dan berjawatan tinggi tu dia dah rasa dia kat atas sgt sampai lupa pandang bawah fa biasanya la,"['biadab', 'jawat', 'tu', 'sudah', 'kat', 'sgt', 'lupa', 'pandang', 'fa', 'la']"
10342.0,1.0,saudara sebangsa dan setanah air apaan malah saling menyakiti,"['saudara', 'bangsa', 'tanah', 'air', 'sakit']"
10343.0,1.0,ya memang sih ada yg pesimis dgn blg lah ngomong doang mah gampang tp anak muda kan sering diremehin dan banyak pre,"['pesimis', 'blg', 'ngomong', 'doang', 'mah', 'gampang', 'tapi', 'anak', 'muda', 'diremehin', 'pre']"
10344.0,1.0,sekarang syurga bawah tapak kaki bini bini cakap kurang ajar pun mu still diam sbb apa sbbyurga,"['syurga', 'tapak', 'kaki', 'bini', 'bini', 'cakap', 'ajar', 'mu', 'still', 'diam', 'sbb', 'sbbyurga']"
10345.0,1.0,inalillahi wainailaihi rojiun manajemen persija turut berduka cita atas meninggalnya salah satu jakmania haringgairil,"['inalillahi', 'wainailaihi', 'rojiun', 'manajemen', 'persija', 'duka', 'cita', 'tinggal', 'salah', 'jakmania', 'haringgairil']"
10346.0,1.0,sedih gua baru sadaremakin lama gua main rp semakin tua dan semakin tampak membosankan guaemakin ga asik lagiem,"['sedih', 'gua', 'sadaremakin', 'gua', 'main', 'rp', 'tua', 'bosan', 'guaemakin', 'asik', 'lagiem']"
10347.0,1.0,maaf ya salah ga sih gua geli dan ga suka liat rp cewe menel sana sini pansos sombong mandang folls bahkan gender,"['maaf', 'salah', 'gua', 'geli', 'suka', 'liat', 'rp', 'cewe', 'tel', 'pansos', 'sombong', 'mandang', 'folls', 'gender']"
10348.0,1.0,plot twist anjir,"['plot', 'twist', 'anjir']"
10349.0,1.0,ikut quiz tapi berdoanya gg pengen menang bukan gg pengen menang juga sii takut bgt bisa dateng aja takut nyeselll,"['quiz', 'doa', 'gg', 'ken', 'menang', 'gg', 'ken', 'menang', 'sii', 'takut', 'banget', 'dateng', 'takut', 'nyeselll']"
10350.0,1.0,kutipaya jujur saja heran ya langit dan lautan begitu luasnya kenapa juga ya mesti ke ahokers trus ahokers kan bany,"['kutipaya', 'jujur', 'heran', 'langit', 'laut', 'luas', 'mesti', 'ahokers', 'trus', 'ahokers', 'bany']"
10351.0,1.0,perut apa perut itu,"['perut', 'perut']"
10352.0,1.0,ko pon  comel jd apa masalahnya,"['ko', 'pon', 'comel']"
10353.0,1.0,sepakat ini dibawa ke jalur hukum penghinaan dan fitnah sdh dicapture kali aja,"['sepakat', 'bawa', 'jalur', 'hukum', 'hina', 'fitnah', 'dicapture', 'kali']"
10354.0,1.0,aku rasa ni tak tepat hudud ke atas pencuri tidak dilaksanakan jika terbukti daif miskin tapi tetap dikenakan hukuman tak,"['hudud', 'curi', 'laksana', 'bukti', 'daif', 'miskin', 'kena', 'hukum']"
10355.0,1.0,sudah saatnya mengundurkan diri dari jika masih punya rasa malu anda tidak terlihat serius dan ,"['undur', 'malu', 'serius']"
10356.0,1.0,sotau dua lusin juga,"['sotau', 'lusin']"
10357.0,1.0,anda fix saingan saya,"['fix', 'saing']"
10358.0,1.0,kabeh ae gaes jawabane ngene apa urusan anda menanyakan hal itu emplok en kui cocotmu,"['kabeh', 'ae', 'gaes', 'jawabane', 'ngene', 'urus', 'emplok', 'en', 'kui', 'bacot']"
10359.0,1.0,sedih itu gak papa tapi jangan lama lama ya karena setelah kesedihan itu kamu harus dapatkan kebahagiaan lagi,"['sedih', 'papa', 'sedih', 'dapat', 'bahagia']"
10360.0,1.0,gue mau speak up tapi ntar yg ada malah dinyinyirin bgst bener kata orang kita bisa liat sifat asli seseorang dgn,"['speak', 'up', 'dinyinyirin', 'bgst', 'bener', 'liat', 'sifat', 'asli']"
10361.0,1.0,jangan mudah menaruh hati sekalipun pada orang kamu anggap baik,"['mudah', 'taruh', 'hati', 'anggap']"
10362.0,1.0,mo nangisetiap ngeliat ini tu knp mereka gasuruh dia berdiri gemes,"['mo', 'nangisetiap', 'ngeliat', 'tu', 'knp', 'gasuruh', 'diri', 'gemes']"
10363.0,1.0,kita tak boleh nak puaskan hati semua org kan,"['puas', 'hati', 'org']"
10364.0,1.0,selamat pagiobat jagan gubris ocehan orng sok agamis hanya utk provokasi nurugik tukang memaki penghina kiai kami,"['selamat', 'pagiobat', 'jagan', 'gubris', 'oceh', 'orng', 'sok', 'agam', 'provokasi', 'nurugik', 'tukang', 'maki', 'hina', 'kiai']"
10365.0,1.0,mereka meremehkan kita karena tidak mampu seperti kita terpisah jarakpun masih saling setia,"['remeh', 'pisah', 'jarak', 'setia']"
10366.0,1.0,dari dulu kurir anda memang lama dalam pengiriman walau barangnya sudah tiba di kota entah apa yang ada di,"['kurir', 'kirim', 'barang', 'kota']"
10367.0,1.0,ya allah ini pelaku nya bukan manusia tapi iblis kita tunggu kerja nyata kalian jangan lagi kalia,"['allah', 'laku', 'manusia', 'iblis', 'tunggu', 'kerja', 'nyata', 'kalia']"
10368.0,1.0,ketika kita genggam dia terlalu erat itu bisa buat diri sendiri dan dia juga sakit lepaskan jika dia memang mau pergi hidup,"['genggam', 'erat', 'sakit', 'lepas', 'pergi', 'hidup']"
10369.0,1.0,hi mohon maaf atas ketidaknyamanannya perihal kendala kamu sudah kami bantu konfirmasi kepada tim,"['hi', 'mohon', 'maaf', 'ketidaknyamanannya', 'perihal', 'kendala', 'bantu', 'konfirmasi', 'tim']"
10370.0,1.0,dudu jangan iri ya kamu,"['dudu', 'iri']"
10371.0,1.0,tidak usah saling tuding siapa yang biadab tapi buktikan siapa yang beradab buktikan siapa yang bisa menerima tim ,"['tuding', 'biadab', 'bukti', 'adab', 'bukti', 'terima', 'tim']"
10372.0,1.0,yohanaaa kamu dimana skrg kangeennn akuu udah lama ga ketemu yaaa,"['yohanaaa', 'mana', 'skrg', 'kangeennn', 'akuu', 'ketemu', 'yaaa']"
10373.0,1.0,aduuuuuh,['aduuuuuh']
10374.0,1.0,manusia berubah kita tak tahu berapa lama dia boleh stay dengan kita yang pastinya kita jangan terlalu berharap,"['manusia', 'ubah', 'stay', 'pasti', 'harap']"
10375.0,1.0,aku percaya bahwa cinta memang tidak akan selamanya indah dan baik baik saja itu sebabnya aku sering mengajakmu bertukar pik,"['percaya', 'cinta', 'indah', 'ajak', 'tukar', 'pik']"
10376.0,1.0,honda mobil balikpapan turut berduka atas bencana gempa bumi dan tsunami di palu dan donggalaulawesi tengah ,"['honda', 'mobil', 'balikpapan', 'duka', 'bencana', 'gempa', 'bumi', 'tsunami', 'palu', 'donggalaulawesi']"
10377.0,1.0,lelaki ni memang tak pernah cukup kan tak kesahlah kita berkorban banyak mana sekali pun untuk diorang dia tetap akan ca,"['lelaki', 'kesah', 'korban', 'ca']"
10378.0,1.0,maaf kamu terlalu baik buat aku mba,"['maaf', 'mba']"
10379.0,1.0,mereka yang terus hidup penuh dengan kekerasan hati akan membawa kedalam kehidupan yang tidak mensejahterakan,"['hidup', 'penuh', 'keras', 'hati', 'bawa', 'dalam', 'hidup', 'sejahtera']"
10380.0,1.0,gawat mulai curiga nih psi isyaratkan tolak film  pki katanya tidak mendidik dan bla bla kita tida,"['gawat', 'curiga', 'psi', 'isyarat', 'tolak', 'film', 'pki', 'didik', 'bla', 'bla', 'tida']"
10381.0,1.0,kebalik jokowi itu ngga punya banyak kinerja yg bisa dibanggakan janjinya banyak yg palsu target ekonomi disusun pake halus,"['balik', 'jokowi', 'ngga', 'kerja', 'bangga', 'janji', 'palsu', 'target', 'ekonomi', 'susun', 'pake', 'halus']"
10382.0,1.0,yang ku takuti ketika nanti aku benar benar melupakan dan yasudahlah lalu kemudian kamu tersadar dan mengejar tapi aku sud,"['ku', 'takut', 'lupa', 'yasudahlah', 'sadar', 'kejar', 'sud']"
10383.0,1.0,jadi perempuan bisa lebih jahat banget ke sesama perempuan lebih dari laki laki karena meskipun laki laki yang lebih banyak mem,"['perempuan', 'jahat', 'banget', 'perempuan', 'laki', 'laki', 'laki', 'laki', 'mem']"
10384.0,1.0,pernah ada rasa cinta antara kita kini tinggal kenangan,"['cinta', 'tinggal', 'kenang']"
10385.0,1.0,bila aksi rekan kita kalian anggap sebagai perbuatan tercela dan menghina maka coba tengok apa yang telah aparat ,"['aksi', 'rekan', 'anggap', 'buat', 'cela', 'hina', 'coba', 'tengok', 'aparat']"
10386.0,1.0,maka nya semua cuma lips service doang serimoni triak paling pancasilais triak paling nkri,"['lips', 'service', 'doang', 'serimoni', 'triak', 'pancasilais', 'triak', 'nkri']"
10387.0,1.0,rindukan birthday boy punya harimau pose kita tunggu di asian para games di jakarta nanti kamiluarbiasa htt,"['rindu', 'birthday', 'boy', 'harimau', 'pose', 'tunggu', 'asi', 'games', 'jakarta', 'kamiluarbiasa', 'htt']"
10388.0,1.0,marah geram bercampur heran dan penasaran ada apa dengan rezim ini mengapa sangat takut menetapkan status bencana,"['marah', 'geram', 'campur', 'heran', 'penasaran', 'rezim', 'takut', 'tetap', 'status', 'bencana']"
10389.0,1.0,ih aku kan gamau kamu digondol kucing,"['ih', 'gamau', 'gondol', 'kucing']"
10390.0,1.0,jika saat ini aku mengagumimu bak orang yang hebat dengan segala bakat yang kamu miliki maka kelak aku akan mengagu,"['kagum', 'bak', 'hebat', 'bakat', 'milik', 'kelak', 'mengagu']"
10391.0,1.0,presiden kita ini kalo bicara sprti orang ngigau lombok saja berbulan blum bereskrg bilang palu selesai seminggu ,"['presiden', 'bicara', 'sprti', 'ngigau', 'lombok', 'bulan', 'blum', 'bereskrg', 'palu', 'selesai', 'minggu']"
10392.0,1.0,coba mana link videonya biar saya bantu dalami apakah mereka berzina atau tidak,"['coba', 'link', 'video', 'bantu', 'dalam', 'zina']"
10393.0,1.0,aku hanya ingin melindungi mereka walau harus menjalani penderitaan seperti apapun nagato chapter quoteui,"['lindung', 'jalan', 'derita', 'apa', 'nagato', 'chapter', 'quoteui']"
10394.0,1.0,otaknya gak nyampe emang lo sepinter apa sih tolong ya nder kamu juga sebelumnya ngirim menfess ,"['otak', 'nyampe', 'emang', 'lo', 'sepinter', 'tolong', 'nder', 'ngirim', 'menfess']"
10395.0,1.0,tidak terjadi apa apa tapi komunikasi kita terputus,"['komunikasi', 'putus']"
10396.0,1.0,jika kita gagal dalam mengupayakan bisnis itu bukan berarti jalan kita telah habis telah buntu,"['gagal', 'upaya', 'bisnis', 'jalan', 'habis', 'buntu']"
10397.0,1.0,perkiraan yg cukup mengerikan jika seandainya kita tetap,"['kira', 'keri', 'anda']"
10398.0,1.0,rasa mcm tak adil pula buat macam ni kita tak support lgbt tapi takdelah sampai nak tutup periuk nasik dorang dia jual ,"['mcm', 'adil', 'support', 'lgbt', 'takdelah', 'tutup', 'periuk', 'nasik', 'jual']"
10399.0,1.0,jangan jadi cewek matre ya girl iya kita sahur cinta buka puasa cinta ke kantor naik cinta makan tuh cinta,"['cewek', 'matre', 'girl', 'iya', 'sahur', 'cinta', 'buka', 'puasa', 'cinta', 'kantor', 'cinta', 'makan', 'cinta']"
10400.0,1.0,kalau lg pms tuh selalu deh habis moodan gitu beberapa jam kemudian nyesel kasian td pagi pas gue lg rapihin baju,"['lg', 'pms', 'deh', 'habis', 'moodan', 'gitu', 'jam', 'nyesel', 'kasi', 'td', 'pagi', 'pas', 'lg', 'rapihin', 'baju']"
10401.0,1.0,askmf ternyata bener ya orang yang paling kita percaya justru yang paling bikin kita kecewa,"['ask-fm', 'bener', 'percaya', 'kecewa']"
10402.0,1.0,dengerin aku dong ihh kamu tuh gak seksi aiii,"['dengerin', 'ihh', 'seksi', 'aiii']"
10403.0,1.0,menurutku karena sebagian besar rakyat kita ngga punya kemampuan yang berguna di bidang kerja dan males bu,"['turut', 'rakyat', 'ngga', 'mampu', 'guna', 'bidang', 'kerja', 'males', 'bu']"
10404.0,1.0,ini yg di bilang polri mereka kelaparanehingga pemerintah mengijinkan menjarah panglima bilang gak ada penjarahan kok ,"['polri', 'kelaparanehingga', 'perintah', 'mengijinkan', 'jarah', 'panglima', 'jarah']"
10405.0,1.0,aku tidak lagi khawatir dengan cinta sejak aku mengenal cara nya yang tidak bisa kita duga,"['khawatir', 'cinta', 'kenal', 'duga']"
10406.0,1.0,kejamnya bola sepak pasukan yang kena titik tu lah yang ke piala dunia anak buah ltk jauh lebih bagus berbanding mereka,"['kejam', 'bola', 'sepak', 'pasu', 'kena', 'titik', 'tu', 'piala', 'dunia', 'anak', 'buah', 'ltk', 'bagus', 'banding']"
10407.0,1.0,ataghfirullah ya allah,"['ataghfirullah', 'allah']"
10408.0,1.0,kamu pas itu belom ada yaa,"['pas', 'bom', 'yaa']"
10409.0,1.0,jangan yakinkan diri bahwa dia menyukaimu hanya karena dia bersikap manis padamu kadang kamu hanya sebuah pilihan,"['yakin', 'suka', 'sikap', 'manis', 'pada', 'kadang', 'pilih']"
10410.0,1.0,malah kalauama nggak cocok di jadiinatu malenn pasalahatu kita bosen kita curhat keiapa hah,"['kalauama', 'nggak', 'cocok', 'jadiinatu', 'malenn', 'pasalahatu', 'bosen', 'curhat', 'keiapa', 'hah']"
10411.0,1.0,ratnaarumpaet dianiaya orang mirip ulah pki pki biadap pki laknat hancurkan dan azab lah rezim dzalim ini,"['ratnaarumpaet', 'aniaya', 'ulah', 'pki', 'pki', 'biadap', 'pki', 'laknat', 'hancur', 'azab', 'rezim', 'dzalim']"
10412.0,1.0,harap bf  tak macamni kalau tak kita cancel kawin you pi kawin dengan perempuan tu,"['harap', 'bf', 'macamni', 'cancel', 'kawin', 'you', 'pi', 'kawin', 'perempuan', 'tu']"
10413.0,1.0,fpi jahaaaaatttetiap ada musibah mereka paling awal datang jadi gak enak nih sama ormas ormas yang selalu merayakan nkri ha,"['fpi', 'jahaaaaatttetiap', 'musibah', 'enak', 'ormas', 'ormas', 'raya', 'nkri', 'hahaha']"
10414.0,1.0,mau cantik atau ganteng gak bisa jadi jaminan bikin kehidupan kita jadi menyenangkan apalagi yang jelek twitcak,"['cantik', 'ganteng', 'jamin', 'hidup', 'senang', 'jelek', 'twitcak']"
10415.0,1.0,kalau wanita bilang bahwa semua laki laki itu sama mengapa mereka lama sekali memilih suami,"['wanita', 'laki', 'laki', 'pilih', 'suami']"
10416.0,1.0,jangan men generalisasi mas setiap keputusan manusia dewasa harusnya wajib dihargai kita perempuan,"['men', 'generalisasi', 'mas', 'putus', 'manusia', 'dewasa', 'wajib', 'harga', 'perempuan']"
10417.0,1.0,sekarang ni memang trend agaknya masalah rumahtangga keluarga dosa dosa lepas dan maksiat diceritakan di sosial media ,"['trend', 'rumahtangga', 'keluarga', 'dosa', 'dosa', 'lepas', 'maksiat', 'cerita', 'sosial', 'media']"
10418.0,1.0,kemarin banyak perempuan yg emosi saat om piring survey ttg perempuan lebih jahat ke sesama perempuan argumennya tapi,"['kemarin', 'perempuan', 'emosi', 'om', 'piring', 'survey', 'ttg', 'perempuan', 'jahat', 'perempuan', 'argumen']"
10419.0,1.0,pemikiran dangkal bener coba cari tau tentang lempeng indo dan indonesia sendiri kenapa kita bisa serin,"['pikir', 'dangkal', 'bener', 'coba', 'cari', 'lempeng', 'indo', 'indonesia', 'serin']"
10420.0,1.0,itu yang sering putus karena alasan kamu terlalu baik buat akuuruh pacaran aja sana sama begal,"['putus', 'alas', 'akuuruh', 'pacar', 'begal']"
10421.0,1.0,memuliakan kita itu tugas tuhan jangan diambil alih dengan sikap belaguemakin jaim justru semakin dihina,"['mulia', 'tugas', 'tuhan', 'ambil', 'alih', 'sikap', 'belaguemakin', 'jaim', 'hina']"
10422.0,1.0,ketika kamu letih harus memperbaiki ujung sprei yang selalu lepas dan lepas terus yang sabar tak perlu menangis,"['letih', 'baik', 'ujung', 'sprei', 'lepas', 'lepas', 'sabar', 'menang']"
10423.0,1.0,jangan berani bilang bhw musibah atas org adlh hukumannya cuma dia yg tahu dan jangan anggap kebebasan kita dari musib,"['berani', 'bhw', 'musibah', 'org', 'adlh', 'hukum', 'anggap', 'bebas', 'musib']"
10424.0,1.0,nda seneng loooh malah sedih ndaiso dateng wkwk kamu ojo sek ya ntar ae pas aku wis dirumah wkwk,"['nda', 'neng', 'loooh', 'sedih', 'ndaiso', 'dateng', 'wkwk', 'ojo', 'sek', 'ae', 'pas', 'wis', 'rumah', 'wkwk']"
10425.0,1.0,menangis memang membuatmu lebih lega tapi kamu takkan bisa memperbaiki masa depan jika kamu masih terus bersedih karena pedihnya masa lalu,"['menang', 'buat', 'lega', 'tak', 'baik', 'sedih', 'pedih']"
10426.0,1.0,paling repot menghadapi orang yang bercanda saat kita serius tapi tersinggung saat kita bercanda,"['repot', 'hadap', 'canda', 'serius', 'singgung', 'canda']"
10427.0,1.0,mana boleh paksa orang suka kita gila,"['paksa', 'suka', 'gila']"
10428.0,1.0,aku yang salah terlalu menjatuhkan hati sebelum kita pasti aku yang kalah terlalu berharap bahagia pada asa yang ha,"['salah', 'jatuh', 'hati', 'kalah', 'harap', 'bahagia', 'asa', 'hahaha']"
10429.0,1.0,ngomong apa sih kamu,['ngomong']
10430.0,1.0,pengen mejuhin kamu,"['ken', 'mejuhin']"
10431.0,1.0,mereka menyesal kerana tidak solat dan kurang beramal di dunia lalu memohon utk dikembalikan ke dunia semula https,"['sesal', 'rana', 'solat', 'amal', 'dunia', 'mohon', 'kembali', 'dunia', 'https']"
10432.0,1.0,keluhan kita adalah tanda bahwa kita tidak cukup cepat meninggalkan keadaan yang tidak kita sukai,"['keluh', 'tanda', 'cepat', 'tinggal', 'suka']"
10433.0,1.0,dan peliharalah dirimu dari pada siksaan yang tidak khusus menimpa orang orang yang zalim saja di antara kamu dan,"['pelihara', 'diri', 'siksa', 'khusus', 'timpa', 'zalim']"
10434.0,1.0,banyak anak muda belum berbeda dari bayi mereka marah kalau mainan mantan yang dibuangnya diambil anak lain,"['anak', 'muda', 'beda', 'bayi', 'marah', 'main', 'mantan', 'buang', 'ambil', 'anak']"
10435.0,1.0,cont mereka bisa tersesat sedemikian rupa bermula dari rencana mencoba eskrim di kaf baru di ujung kota pada,"['cont', 'sesat', 'rupa', 'rencana', 'coba', 'eskrim', 'kaf', 'ujung', 'kota']"
10436.0,1.0,aku pernah kacau senior aku solat lepastu aku keluar je surau kedegang tetibe aku rebah sujud ke bumi kepala bana dia terajan,"['kacau', 'senior', 'solat', 'lepastu', 'surau', 'kedegang', 'tetibe', 'rebah', 'sujud', 'bumi', 'kepala', 'bana', 'terajan']"
10437.0,1.0,gosah tulis nama mereka,"['gosah', 'tulis', 'nama']"
10438.0,1.0,yg nyebar hoax juga mas mereka nyebar hoax jg pasti punya tujuan tertentu,"['nyebar', 'hoax', 'mas', 'nyebar', 'hoax', 'jg', 'tuju']"
10439.0,1.0,idm army kita kalah masaaa,"['idm', 'army', 'kalah', 'masaaa']"
10440.0,1.0,kiara kiara siapa kamu selingkuh ,"['kiara', 'kiara', 'selingkuh']"
10441.0,1.0,moh kita ke sabah ke kita,"['moh', 'sabah']"
10442.0,1.0,ya habis kamu suka ga jelas,"['habis', 'suka']"
10443.0,1.0,ga tadi aku beli make up baru hmmm pake kartu kamu bayarnya,"['beli', 'make', 'up', 'hmmm', 'pake', 'kartu', 'bayar']"
10444.0,1.0,kau tak boleh menangis di depan orang lain meski di saat sendiri kau meraung sekuat yang kau bisaekuat apapun kita kita,"['menang', 'raung', 'kuat', 'bisaekuat', 'apa']"
10445.0,1.0,tsk aku haraptay tidak menjadi fandom buas sebisa mungkin jangan mudah terprovokasi dan jangan mudah memprovokasi fan,"['tsk', 'haraptay', 'fandom', 'buas', 'bisa', 'mudah', 'provokasi', 'mudah', 'provokasi', 'fan']"
10446.0,1.0,halah kamu aku biarin kamunya malah uring uringan ya,"['halah', 'biarin', 'kamu', 'uring', 'uring']"
10447.0,1.0,askmf dan yg buat kita curiga itu dia nyalin materi di ketas kecil terus dilipet lipet dan dimasukin kotak pensil,"['ask-fm', 'curiga', 'nyalin', 'materi', 'tas', 'dilipet', 'lipet', 'dimasukin', 'kotak', 'pensil']"
10448.0,1.0,nggak pacaran aja deh kita,"['nggak', 'pacar', 'deh']"
10449.0,1.0,wahai fadlizon ayo kita berantem ketemuan sama saya tak tempiling ndasmu,"['fadlizon', 'ayo', 'antem', 'ketemu', 'tempiling', 'ndasmu']"
10450.0,1.0,aduh oppa kamu ternyata main di belakangku yah enggak kok beb aku cuman untukmu akun rp siapa kete,"['aduh', 'oppa', 'main', 'belakang', 'beb', 'cuman', 'untuk', 'akun', 'rp', 'kete']"
10451.0,1.0,kita boleh kalah tapi ingat bukan takluk pantang kita tundukan kepala,"['kalah', 'takluk', 'pantang', 'tunduk', 'kepala']"
10452.0,1.0,seegois itukah kamu jangan siksa aku seperti ini aku lama lama juga capek kalau kamu sudah tidak ingin lagi deng,"['ego', 'siksa', 'capek', 'deng']"
10453.0,1.0,aku tak berapa paham dengan manusia tetiba nak tarik muka tanpa sebab ni if ada prob we talk if tak ngam cakap jg,"['paham', 'manusia', 'tetiba', 'tarik', 'muka', 'if', 'prob', 'we', 'talk', 'if', 'ngam', 'cakap', 'jg']"
10454.0,1.0,twit pamungkas dari kasus ini jangan adaupoer goblok di antara kita baik yg nekat demi kebanggaan diosmed ,"['twit', 'pamungkas', 'adaupoer', 'goblok', 'nekat', 'bangga', 'diosmed']"
10455.0,1.0,bencana terkadang datang karena banyaknya manusia durhaka kepada allah spt meninggalkanholat zakat puasa haji men,"['bencana', 'terkadang', 'banyak', 'manusia', 'durhaka', 'allah', 'spt', 'meninggalkanholat', 'zakat', 'puasa', 'haji', 'men']"
10456.0,1.0,jika kekerasan mereka inginkan mungkin akan terjadi balasan yg sama pada mereka,"['keras', 'balas']"
10457.0,1.0,ormas radikal ini sdh kelewataannnn kenapa setiap ada bencana mereka dulu yg datang nolong mbok yaa kasi kesempat,"['ormas', 'radikal', 'kelewataannnn', 'bencana', 'nolong', 'mbok', 'yaa', 'kasi', 'sempat']"
10458.0,1.0,yang kacau tu otak lu saudara sebangsa sedang kena musibah masih juga di politisir orang yg teriak nkri harga mati tida,"['kacau', 'tu', 'otak', 'lu', 'saudara', 'bangsa', 'kena', 'musibah', 'politisir', 'teriak', 'nkri', 'harga', 'mati', 'tida']"
10459.0,1.0,mereka tak peduli dari mana kamu memulainya mereka melihat dari bagaimana caramu mengakhirinya,"['peduli', 'mula', 'cara', 'akhir']"
10460.0,1.0,ketika kamu menuliskan kekesalan ketika itu kamu hanya akan membuat dirimu mengesalkan marioteguh,"['tulis', 'kesal', 'diri', 'kesal', 'marioteguh']"
10461.0,1.0,azab teguran atau ujian hanya allah yang mengetahuinya bahkan yg disebut titisan allah itupun tidak paham mengapa,"['azab', 'tegur', 'uji', 'allah', 'tahu', 'titis', 'allah', 'itu', 'paham']"
10462.0,1.0,timbangan buah akan bermasalah kalau sudah mulai mendukung salah satu buah duku atau salak mau dikalibrasi dgn kitabu,"['timbang', 'buah', 'masalah', 'dukung', 'salah', 'buah', 'duku', 'salak', 'kalibrasi', 'kitabu']"
10463.0,1.0,yaa udaah dont expect to much with everybody jika tidaak membagi jangan lah bagi apa yg kamu punya juga,"['yaa', 'udaah', 'dont', 'expect', 'to', 'much', 'with', 'everybody', 'tidaak', 'bagi']"
10464.0,1.0,duka rakyatulawesi tengah duka kita semua dengan saling bergandeng tangan dampak bencana ini kita hadapi bersama https,"['duka', 'rakyatulawesi', 'duka', 'gandeng', 'tangan', 'dampak', 'bencana', 'hadap', 'https']"
10465.0,1.0,pondan pun ada bf dunia ni mmg tak adil,"['pondan', 'bf', 'dunia', 'mmg', 'adil']"
10466.0,1.0,aku selalu berkorban dan rela mengorbankan perasaan demi kamu tapiemua ga ada artinya dimata kamu,"['korban', 'rela', 'korban', 'asa', 'tapiemua', 'mata']"
10467.0,1.0,dibaikin tp makin lama makin jd apalagi keluarga sendiri huhu gmn dong jahat aja apa gue terus ya tp kl jahat mulu,"['dibaikin', 'tapi', 'keluarga', 'huhu', 'gmn', 'jahat', 'tapi', 'kl', 'jahat', 'mulu']"
10468.0,1.0,jae besok aku ga bisa nemenin kamu pas siaran yaoalnya aku harus kerja kelompok jaehyun pun badmood karena kali ,"['jae', 'besok', 'nemenin', 'pas', 'siar', 'yaoalnya', 'kerja', 'kelompok', 'jaehyun', 'badmood', 'kali']"
10469.0,1.0,mengapa negara agamis seperti indonesia justru menjadi salah satu negara yang paling korup mungkin krn kita lebih ser,"['negara', 'agam', 'indonesia', 'salah', 'negara', 'korup', 'ser']"
10470.0,1.0,tak mungkin terjadi gempa jika manusia tak melakukanuatu dosa gempa adalah suatu peringatan dari allah jika suatu daera,"['gempa', 'manusia', 'melakukanuatu', 'dosa', 'gempa', 'ingat', 'allah', 'daera']"
10471.0,1.0,kenapa masih ada yg nak beli iphone kat instagram ni dgn jual iphone la paling mudah seller nk tipu dan paling mudah org perc,"['beli', 'iphone', 'kat', 'instagram', 'jual', 'iphone', 'la', 'mudah', 'seller', 'nk', 'tipu', 'mudah', 'org', 'perc']"
10472.0,1.0,thread kumpulan video azabebagai pengingat agar kita tidak suka berbuat dosa dan otw tobat,"['thread', 'kumpul', 'video', 'azabebagai', 'ingat', 'suka', 'buat', 'dosa', 'otw', 'tobat']"
10473.0,1.0,orang yg terlalu sibuk mencari kesalahan maka mereka akanmelewatkan banyak kesempatan,"['sibuk', 'cari', 'salah', 'akanmelewatkan', 'sempat']"
10474.0,1.0,paling benci sih sm temen non kpop yg bilang lo ngapain sih beli barang kek gitu padahal di saat mereka nonton film ,"['benci', 'sm', 'teman', 'non', 'kpop', 'lo', 'ngapain', 'beli', 'barang', 'kek', 'gitu', 'nonton', 'film']"
